Name,Platform_S,n_platforms,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,isSeries
Bionic Commando,PS3,1,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71,48,74,62,GRIN,M,0
Bionicle,PS2,1,2003,Action,Electronic Arts,0.21,0.17,0,0.06,0.43,51,7,36,16,Argonaut Games,E,0
BioShock,PS3,1,2008,Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42,94,51,87,881,"Digital Extremes, 2K Marin",M,1
BioShock 2,PS3,1,2010,Shooter,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88,62,82,492,2K Marin,M,1
BioShock Infinite,PS3,1,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94,27,85,1863,Irrational Games,M,1
BioShock The Collection,PS4,1,2016,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84,39,85,210,2K Games,M,1
Birds of Steel,PS3,1,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27,84,18,Gaijin Entertainment,T,0
Black,PS2,1,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79,62,84,194,Criterion Games,M,1
Black * Rock Shooter: The Game,PSP,1,2011,Role-Playing,Unknown,0,0,0.15,0,0.15,66,19,72,39,"Image Epoch, Imageepoch",T,1
Blacksite: Area 51,PS3,1,2007,Shooter,Midway Games,0.07,0.01,0,0.01,0.08,56,23,63,18,Midway Studios - Austin,T,0
Blade Dancer: Lineage of Light,PSP,1,2006,Role-Playing,Atari,0.05,0,0,0,0.06,60,33,69,16,Hit Maker,E10+,0
Blade II,PS2,1,2002,Action,Activision,0.15,0.12,0,0.04,0.31,49,21,61,14,Mucky Foot Productions,M,0
Blades of Time,PS3,1,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53,19,72,22,Gaijin Entertainment,M,0
Bladestorm: Nightmare,PS4,1,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58,33,65,21,Omega Force,T,1
Bladestorm: The Hundred Years' War,PS3,1,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,79,28,Omega Force,T,1
BlazBlue Central Fiction,PS4,1,2016,Fighting,PQube,0.04,0,0.03,0.01,0.08,85,21,76,39,Arc System Works,T,1
BlazBlue: Calamity Trigger,PS3,1,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87,50,84,112,Arc System Works,T,1
BlazBlue: Calamity Trigger Portable,PSP,1,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82,14,78,18,Arc System Works,T,1
BlazBlue: Chrono Phantasma,PS3,1,2013,Fighting,Arc System Works,0.14,0,0.14,0.03,0.3,83,16,83,64,Arc System Works,T,1
BlazBlue: Chrono Phantasma Extend,PS4,1,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,10,77,31,Arc System Works,T,1
BlazBlue: Continuum Shift,PS3,1,2010,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87,29,80,65,Arc System Works,T,1
Blazblue: Continuum Shift Extend,PS3/PSV,2,2011,Fighting,PQube,0.03,0.05,0.11,0.02,0.2,78,28,75,97,Arc System Works,T,1
BlazBlue: Continuum Shift II,PSP,1,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,68,10,Arc System Works,T,1
Blazing Angels 2: Secret Missions of WWII,PS3,1,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,72,12,Ubisoft Romania,T,1
Blazing Angels: Squadrons of WWII,PS3,1,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.66,67,26,69,9,Ubisoft,T,1
Bleach: Soul Resurreccion,PS3,1,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58,34,72,46,Racjin,T,0
Blitz: The League,PS2,1,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89,76,25,80,20,Midway,M,0
Blood Drive,PS3,1,2010,Racing,Activision,0.07,0,0,0.01,0.07,47,11,70,5,Sidhe Interactive,M,1
Blood Omen 2,PS2,1,2002,Action,Eidos Interactive,0.19,0.15,0,0.05,0.39,67,18,88,19,Crystal Dynamics,M,1
Bloodborne,PS4,1,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,92,100,86,6383,From Software,M,1
BloodRayne,PS2,1,2002,Shooter,Universal Interactive,0.2,0.16,0,0.05,0.42,75,18,85,26,Terminal Reality,M,1
BloodRayne 2,PS2,1,2004,Shooter,THQ,0.13,0.1,0,0.03,0.27,70,26,85,21,Terminal Reality,M,1
Bloody Roar 3,PS2,1,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71,20,86,34,Eighting/Raizing,T,1
Bloody Roar 4,PS2,1,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,59,25,86,43,Eighting,M,1
BlowOut,PS2,1,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23,58,12,62,5,Terminal Reality,T,0
Blur,PS3,1,2010,Racing,Activision,0.22,0.36,0.02,0.12,0.72,81,58,82,86,Bizarre Creations,E10+,0
BMX XXX,PS2,1,2002,Sports,Acclaim Entertainment,0.07,0.06,0,0.02,0.15,54,14,46,17,"Z-Axis, Ltd.",M,0
Bodycount,PS3,1,2011,Shooter,Codemasters,0.05,0.05,0,0.02,0.11,50,40,35,28,Guildford Studio,M,0
Bolt,PS3,1,2008,Adventure,Disney Interactive Studios,0.12,0.04,0,0.02,0.19,59,11,68,6,Avalanche Software,E10+,0
Bombastic,PS2,1,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,72,24,72,6,Shift,E,0
Bomberman,PSP,1,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15,73,30,70,7,Hudson,E,1
Bomberman Land,PSP,1,2007,Misc,Hudson Entertainment,0.06,0,0,0,0.06,55,14,78,4,Racjin,E,1
Bomberman Party Edition,PS,1,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01,0.12,79,6,83,6,Metro,E,1
Borderlands,PS3,1,2009,Shooter,Take-Two Interactive,1.2,0.6,0,0.29,2.09,83,58,79,427,Gearbox Software,M,1
Borderlands 2,PS3/PSV,2,2012,Shooter,Take-Two Interactive,1.37,0.88,0.11,0.5,2.87,77.5,31,79,858,Gearbox Software,M,1
Borderlands: The Handsome Collection,PS4,1,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82,49,78,345,Gearbox Software,M,1
Borderlands: The Pre-Sequel,PS3,1,2014,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77,24,63,130,2K Australia,M,1
Bound By Flame,PS4,1,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0,0.03,0.19,53,40,59,230,Spiders,M,0
Bounty Hounds,PSP,1,2006,Action,Namco Bandai Games,0.03,0,0,0,0.03,63,14,60,7,Xpec,T,0
Brandish: The Dark Revenant,PSP,1,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,78,9,83,12,Falcom,T,0
Bratz: Rock Angelz,PS2,1,2005,Misc,THQ,0.19,0.15,0,0.05,0.38,60,7,51,7,Blitz Games,E,0
Brave Fencer Musashi,PS,1,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,81,12,85,17,SquareSoft,E,0
Breath of Fire IV,PS,1,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,83,10,89,45,Capcom,T,0
Breath of Fire: Dragon Quarter,PS2,1,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19,78,28,69,35,Capcom,T,0
Brink,PS3,1,2011,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.73,72,39,58,168,Splash Damage,T,0
Britney's Dance Beat,PS2,1,2002,Misc,THQ,0.12,0.09,0,0.03,0.24,63,20,48,20,Metro Graphics,E,0
Broken Sword 5: The Serpent's Curse,PS4,1,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.07,72,14,72,23,Revolution Software,T,0
Brothers In Arms: D-Day,PSP,1,2006,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46,65,19,91,64,Ubisoft Shanghai,M,1
Brothers In Arms: Earned in Blood,PS2,1,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46,71,20,79,23,Gearbox Software,M,1
Brothers in Arms: Hell's Highway,PS3,1,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,80,70,Gearbox Software,M,1
Brothers In Arms: Road to Hill 30,PS2,1,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46,82,30,76,30,Gearbox Software,M,1
Brothers: A Tale of Two Sons,PS4,1,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.14,81,10,86,73,Starbreeze,T,1
Brutal Legend,PS3,1,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,76,162,Double Fine Productions,M,0
Buffy the Vampire Slayer: Chaos Bleeds,PS2,1,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18,72,27,89,47,Eurocom Entertainment Software,T,0
Bujingai: The Forsaken City,PS2,1,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1,72,28,75,14,Taito Corporation,T,0
Bulletstorm,PS3,1,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83,57,77,288,"Epic Games, People Can Fly",M,0
Bully,PS2,1,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,91,293,Rockstar Vancouver,T,0
Burnout,PS2,1,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74,79,25,77,33,Criterion Games,E,1
Burnout 2: Point of Impact,PS2,1,2002,Racing,Acclaim Entertainment,0.42,0.32,0,0.11,0.85,86,31,82,48,Criterion Games,E,1
Burnout 3: Takedown,PS2,1,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68,93,52,91,271,Criterion Games,T,1
Burnout Dominator,PSP,1,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.05,0.45,76,23,82,27,Criterion Games,E10+,1
Burnout Legends,PSP,1,2005,Racing,Electronic Arts,0.7,0.05,0,0.08,0.84,86,53,84,108,Criterion Games,E10+,1
Burnout Paradise,PS3,1,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87,55,77,455,Criterion Games,E10+,1
Burnout Revenge,PS2,1,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9,90,52,88,114,Criterion Games,E10+,1
Bushido Blade,PS,1,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83,13,79,16,Light Weight,T,0
Bust A Groove 2,PS,1,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66,8,89,35,Metro,E,0
Buzz Lightyear of Star Command,PS,1,2000,Platform,Activision,0.35,0.24,0,0.04,0.63,54,10,53,4,Traveller's Tales,E,0
Cabela's Big Game Hunter,PS2,1,2002,Sports,Activision,0.7,0.54,0,0.18,1.42,59,7,78,12,Sand Grain Studios,T,1
Cabela's Big Game Hunter 2005 Adventures,PS2,1,2004,Sports,Activision,0.28,0.21,0,0.07,0.56,55,4,84,16,Sand Grain Studios,T,1
Cabela's Dangerous Hunts,PS2,1,2003,Sports,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17,57,4,84,37,Sand Grain Studios,T,1
Cabela's Dangerous Hunts 2009,PS3,1,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,18,10,FUN Labs,T,1
Cabela's Dangerous Hunts 2011,PS3,1,2010,Sports,Activision,0.26,0.04,0,0.03,0.33,60,4,54,9,Activision,T,1
Call Of Duty 2: Big Red One,PS2,1,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,39,82,69,Treyarch,T,1
Call of Duty 3,PS2/PS3,2,2006,Shooter,Activision,1.49,0.65,0.03,0.41,2.57,81,43,71.5,92,Treyarch,T,1
Call of Duty 4: Modern Warfare,PS3,1,2007,Shooter,Activision,3.11,2.26,0.28,1.03,6.68,94,44,84,993,Infinity Ward,M,1
Call of Duty Black Ops: Declassified,PSV,1,2012,Action,Activision,0.71,0.43,0.07,0.26,1.47,33,58,48,479,Nihilistic,M,1
Call of Duty: Advanced Warfare,PS4,1,2014,Shooter,Activision,2.81,3.48,0.14,1.23,7.66,83,39,57,1443,Sledgehammer Games,M,1
Call of Duty: Black Ops,PS3,1,2010,Shooter,Activision,5.99,4.37,0.48,1.79,12.63,88,58,64,1094,Treyarch,M,1
Call of Duty: Black Ops II,PS3,1,2012,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,83,21,53,922,Treyarch,M,1
Call of Duty: Finest Hour,PS2,1,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,49,77,69,Spark Unlimited,T,1
Call of Duty: Ghosts,PS3/PS4,2,2013,Shooter,Activision,5.88,5.06,0.43,1.82,13.19,74.5,49,31.5,1564,Infinity Ward,M,1
Call of Duty: Infinite Warfare,PS4,1,2016,Shooter,Activision,1.61,2,0.15,0.71,4.46,77,82,34,1129,Infinity Ward,M,1
Call of Duty: Modern Warfare 2,PS3,1,2009,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,94,67,63,2073,Infinity Ward,M,1
Call of Duty: Modern Warfare 3,PS3,1,2011,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,88,39,32,5234,"Infinity Ward, Sledgehammer Games",M,1
Call of Duty: Roads to Victory,PSP,1,2007,Shooter,Activision,0.52,1.02,0,0.59,2.13,64,45,75,30,Amaze Entertainment,T,1
Call of Duty: World at War,PS3,1,2008,Shooter,Activision,2.73,1.83,0,0.83,5.39,85,45,76,409,Treyarch,M,1
Call of Juarez: Bound in Blood,PS3,1,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,78,47,78,91,Techland,M,1
Call of Juarez: The Cartel,PS3,1,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,55,74,Techland,M,1
Capcom Classics Collection,PS2,1,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,78,30,84,5,Digital Eclipse,T,1
Capcom Classics Collection Remixed,PSP,1,2006,Misc,Capcom,0.27,0,0,0.02,0.3,72,37,70,5,Digital Eclipse,T,1
Capcom Fighting Evolution,PS2,1,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2,57,33,48,5,Capcom,T,1
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,1,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81,22,79,27,Capcom,T,1
Captain America: Super Soldier,PS3,1,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,73,40,Next Level Games,T,1
Carmageddon: Max Damage,PS4,1,2016,Action,Stainless Games,0.01,0,0,0,0.01,51,28,55,39,Stainless Games,M,0
Carnival Island,PS3,1,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,52,5,Magic Pixel Games,E,0
Cars,PS2/PSP,2,2006,Racing,THQ,1.73,0.32,0,0.36,2.41,70.5,30,77,12,Rainbow Studios,E,1
Cars: Mater-National Championship,PS3,1,2007,Racing,THQ,0.37,0.01,0,0.03,0.41,63,8,48,4,Rainbow Studios,E,1
Casper: Spirit Dimensions,PS2,1,2001,Platform,TDK Mediactive,0.07,0.05,0,0.02,0.14,58,7,35,6,Lucky Chicken,E,0
Castle Shikigami 2,PS2,1,2004,Shooter,Play It,0.01,0.01,0,0,0.02,67,4,74,8,Alfa System,E,0
Castlevania Chronicles,PS,1,2001,Platform,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,69,16,70,13,Konami,T,1
Castlevania: Curse of Darkness,PS2,1,2005,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70,30,75,46,Konami,M,1
Castlevania: Lament of Innocence,PS2,1,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94,79,45,84,74,KCET,M,1
Castlevania: Lords of Shadow,PS3,1,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85,62,80,468,Mercury Steam,M,1
Castlevania: Lords of Shadow 2,PS3,1,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63,55,78,528,Mercury Steam,M,1
Castlevania: Symphony of the Night,PS,1,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,93,12,94,358,Konami,T,1
Castlevania: The Dracula X Chronicles,PSP,1,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80,43,78,62,Konami,T,1
Catherine,PS3,1,2011,Adventure,Deep Silver,0.3,0.14,0.2,0.06,0.7,79,61,81,372,Atlus,M,0
Catwoman,PS2,1,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17,46,35,69,13,Argonaut Games,T,0
Champions of Norrath,PS2,1,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0,0.16,1.28,85,51,84,57,Snowblind Studios,T,0
Champions: Return to Arms,PS2,1,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0,0.08,0.65,77,48,88,43,Snowblind Studios,T,0
Chaos Legion,PS2,1,2003,Action,Capcom,0.15,0.12,0,0.04,0.3,65,34,82,58,Capcom,T,1
Chaos Wars,PS2,1,2006,Strategy,Idea Factory,0,0,0.04,0,0.04,64,9,69,9,Idea Factory,T,1
Charlie and the Chocolate Factory,PS2,1,2005,Adventure,Global Star,0.17,0.13,0,0.04,0.35,35,21,41,28,"High Voltage Software, Backbone Entertainment",E,0
Chessmaster,PS2,1,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39,79,9,73,13,Ubisoft Romania,E,1
Chessmaster: The Art of Learning,PSP,1,2008,Misc,Ubisoft,0.11,0,0,0.01,0.12,64,4,84,18,Ubisoft,E,1
Chicken Run,PS,1,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13,75,7,62,6,Blitz Games,E,0
Child of Eden,PS3,1,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,78,25,Q Entertainment,E10+,1
Child of Light,PS4/PSV,2,2014,Role-Playing,Ubisoft,0,0.05,0.06,0.01,0.12,82.5,46,79,451,Ubisoft Montreal,E10+,1
Chili Con Carnage,PSP,1,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,74,37,82,13,Deadline Games,M,0
Chrono Cross,PS,1,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94,16,81,297,SquareSoft,T,0
City Crisis,PS2,1,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,63,20,62,5,Syscom,E,0
Clash of the Titans,PS3,1,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41,28,17,17,Game Republic,T,0
Class of Heroes,PSP,1,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,61,12,71,12,Zerodiv,T,0
Clive Barker's Jericho,PS3,1,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,60,34,71,52,"Mercury Steam, Alchemic Productions",M,0
Clock Tower 3,PS2,1,2002,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,69,28,76,38,SunSoft,M,1
Clock Tower II: The Struggle Within,PS,1,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,49,5,57,7,Human Entertainment,M,1
Cloudy With a Chance of Meatballs,PS3,1,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1,66,9,60,5,Ubisoft Shanghai,E,0
Coded Arms,PSP,1,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.17,0.75,59,42,65,61,Konami,T,1
Coded Arms: Contagion,PSP,1,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,56,20,66,28,Creat Studios,T,1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,1,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1,49,9,80,11,High Voltage Software,E10+,0
Cold Fear,PS2,1,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11,68,39,77,27,Darkworks,M,1
Cold Winter,PS2,1,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11,73,41,82,23,Swordfish Studios,M,1
Colin McRae Rally 2.0,PS,1,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90,13,87,31,Codemasters,E,1
Colin McRae Rally 3,PS2,1,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,86,25,77,24,Codemasters,E,1
College Hoops 2K7,PS3,1,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,9,71,8,2K Sports,E,1
College Hoops 2K8,PS3,1,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,82,18,52,6,Visual Concepts,E,1
Colony Wars,PS,1,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,91,12,78,12,Psygnosis,E,0
Colosseum: Road to Freedom,PS2,1,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,56,35,83,17,Goshow,M,0
Commandos 2: Men of Courage,PS2,1,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18,67,19,68,11,Pyro Studios,T,1
Commandos: Strike Force,PS2,1,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,58,26,85,11,Pyro Studios,T,1
Conan,PS3,1,2007,Action,THQ,0.13,0.15,0,0.05,0.34,69,35,72,40,Nihilistic,M,0
Conception II: Children of the Seven Stars,PSV,1,2013,Role-Playing,Screenlife,0.1,0,0.04,0.03,0.17,62,24,76,118,Spike,M,1
Condemned 2: Bloodshot,PS3,1,2008,Action,Sega,0.17,0.16,0,0.06,0.39,82,37,81,89,Monolith Productions,M,1
Conflict Zone,PS2,1,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,47,7,74,8,MASA Group,T,1
Conflict: Denied Ops,PS3,1,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.03,0.19,51,28,31,25,Pivotal Games,M,1
Conflict: Desert Storm,PS2,1,2002,Shooter,Gotham Games,0.98,0.53,0,0.06,1.57,55,10,86,45,Pivotal Games,T,1
Conflict: Global Terror,PS2,1,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19,62,15,85,10,Pivotal Games,M,1
Conflict: Vietnam,PS2,1,2004,Shooter,SCi,0.26,0.2,0,0.07,0.53,58,24,81,21,Pivotal Games,M,1
Constantine,PS2,1,2005,Action,SCi,0.05,0.04,0,0.01,0.11,58,29,74,24,Bits Studios,M,0
Contra: Shattered Soldier,PS2,1,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0,0.07,0.58,78,33,66,25,KCET,T,0
Coraline,PS2,1,2009,Action,D3Publisher,0.06,0.04,0,0.01,0.11,39,5,20,6,Papaya Studios,E10+,0
Corpse Party: Blood Drive,PSV,1,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60,19,74,58,5pb,M,1
Corpse Party: Book of Shadows,PSP,1,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,82,50,5pb,M,1
Corvette,PS2,1,2004,Racing,TDK Mediactive,0.65,0.51,0,0.17,1.33,57,15,65,21,Steel Monkeys,E,0
Crash 'N' Burn,PS2,1,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21,63,17,80,7,Climax Group,T,0
Crash Bandicoot 3: Warped,PS,1,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91,12,89,432,Naughty Dog,E,1
Crash Bandicoot: The Wrath of Cortex,PS2,1,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66,22,71,156,Traveller's Tales,E,1
Crash Bash,PS,1,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,12,82,99,Eurocom Entertainment Software,E,1
Crash Nitro Kart,PS2,1,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,77,59,Vicarious Visions,E,1
Crash of the Titans,PS2,1,2007,Action,Vivendi Games,0.34,0.01,0,0.06,0.41,70,12,59,48,Radical Entertainment,E10+,1
Crash Tag Team Racing,PS2/PSP,2,2005,Racing,Vivendi Games,0.43,0.26,0,0.1,0.78,67,21,70.5,49,Radical Entertainment,E10+,1
Crash Team Racing,PS,1,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88,20,90,233,Naughty Dog,E,1
Crash: Mind Over Mutant,PS2,1,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5,73,7,65,36,Radical Entertainment,E10+,1
Crash: Twinsanity,PS2,1,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,64,38,80,129,Traveller's Tales,E,1
Crazy Taxi,PS2,1,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80,15,79,46,Acclaim Studios Cheltenham,T,1
Crazy Taxi: Fare Wars,PSP,1,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64,25,71,18,Sega,E10+,1
Create,PS3,1,2010,Action,Electronic Arts,0.11,0.03,0,0.02,0.16,61,23,52,5,EA Bright Light,E,0
Criminal Girls: Invite Only,PSV,1,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,31,67,37,"Image Epoch, Imageepoch",M,0
Crimson Gem Saga,PSP,1,2008,Role-Playing,Sega,0.06,0,0,0,0.06,78,20,75,30,"IronNos Co.,Ltd.",T,1
Crimson Sea 2,PS2,1,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,75,27,83,6,Koei,T,1
Crimson Tears,PS2,1,2004,Role-Playing,Capcom,0.02,0.01,0,0,0.03,62,30,78,4,DreamFactory,T,1
Crisis Core: Final Fantasy VII,PSP,1,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,67,80,463,Square Enix,T,0
Cross Edge,PS3,1,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,32,72,82,Compile Heart,T,0
"Crouching Tiger, Hidden Dragon",PS2,1,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,48,26,37,6,Light Weight,T,0
Crush,PSP,1,2007,Puzzle,Sega,0.07,0,0,0.01,0.08,83,41,90,21,Zoe Mode,E10+,0
Crysis 2,PS3,1,2011,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85,54,72,406,Crytek,M,1
Crysis 3,PS3,1,2013,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77,23,63,288,Crytek,M,1
CSI: Fatal Conspiracy,PS3,1,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.18,39,5,56,13,Telltale Games,M,0
Culdcept,PS2,1,2002,Strategy,Sega,0.01,0.01,0,0,0.03,78,26,89,9,NEC Interchannel,T,0
Curious George,PS2,1,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,0.12,53,13,77,6,Monkey Bar Games,E,0
Cy Girls,PS2,1,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.04,53,28,88,4,KCEJ,M,0
Damnation,PS3,1,2009,Shooter,Codemasters,0.07,0.01,0,0.01,0.09,36,36,28,40,Blue Omega,M,0
Dance Dance Revolution Disney Mix,PS,1,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,83,13,Konami,E,1
Dance Dance Revolution Extreme,PS2,1,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27,2.13,77,26,90,20,KCET,E,1
Dance Dance Revolution Extreme 2,PS2,1,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14,76,27,90,21,Konami Computer Entertainment Hawaii,E10+,1
